id,prediction,loss
318069,435.2,273.5
318070,2431,2581
318075,2597,3681
318082,1553,1669
318087,5368,9720
318088,3141,2474
318098,1890,1395
318102,2408,4109
318105,8667,8282
318106,4085,9036
318110,3715,5615
318111,4582,4437
318113,5386,1746
318114,8667,8551
318115,3082,4600
318116,2562,2565
318118,5782,4079
318120,2242,1836
318126,1262,748.3
318127,1764,2742
318130,1610,1089
318132,1553,891.5
318136,1079,926.1
318140,1691,1675
318144,4702,2954
318147,1677,1218
318148,2661,874.9
318149,970.6,712
318152,1342,1716
318153,3875,2412
318157,3910,2696
318158,1526,1623
318159,2878,679
318161,3323,4589
318165,3875,4092
318166,1.311e+04,4060
318169,1163,1408
318171,937.8,635.8
318174,2014,540.4
318182,2672,3808
318183,1731,2427
318195,1262,1070
318205,1300,984.1
318208,4844,1831
318211,2408,1707
318218,3582,7790
318219,3206,2984
318220,1342,739.5
318226,1220,641.9
318228,1305,705.5
318229,1262,2290
318233,4844,3658
318242,2266,1473
318250,1610,1073
318251,5139,5453
318252,1667,1422
318253,1764,1738
318257,2947,1748
318259,2006,3878
318262,2801,1592
318265,2399,1219
318266,2562,4282
318268,1754,1581
318269,2597,5452
318275,1697,3014
318277,2266,3473
318278,1114,274.1
318279,1754,1175
318283,1667,2346
318288,5368,8375
318291,1774,4115
318296,1068,1614
318304,1220,1184
318313,8667,6324
318314,2701,3502
318320,7711,1.103e+04
318322,2120,882.1
318325,2266,1523
318329,2766,2083
318336,5517,4424
318338,1305,1569
318342,1220,910.5
318345,8491,6334
318348,4702,1195
318352,1262,564.4
318353,2431,6606
318354,1731,3751
318362,2890,3533
318363,1220,1616
318365,2431,1911
318374,2619,1158
318375,3206,3481
318379,1754,1249
318380,1613,826.4
318384,2562,2932
318387,1929,3645
318392,2284,2553
318394,2672,2426
318395,1904,7350
318401,2266,1701
318402,2266,1060
318412,2120,1343
318419,1262,1429
318420,2399,2327
318421,5319,6613
318424,1.698e+04,1.742e+04
318427,4582,6611
318431,2037,2926
318437,3946,6762
318439,8491,7791
318443,2092,3019
318447,1300,500.9
318448,804.2,741.4
318449,911.2,941.7
318450,3582,6862
318453,1526,1165
318456,3057,2854
318459,1441,160.7
318463,1774,1090
318467,1114,426.9
318469,2597,3567
318471,4582,4242
318477,1163,3322
318478,1393,2941
318482,1526,525.3
318486,2562,2394
318487,970.6,743.5
318488,3323,4512
318489,1262,722.4
318490,7711,6489
318493,1851,1359
318494,1553,1483
318496,2408,1909
318498,2562,4942
318501,1638,1690
318504,2399,2253
318506,1754,2574
318507,1904,871
318513,3206,4547
318517,1441,1570
318518,5368,5856
318521,1441,1002
318530,4048,2466
318534,2947,2732
318543,787.5,930.2
318546,1313,658.1
318548,4048,3820
318549,1754,2118
318553,6897,1.126e+04
318556,753.4,310.9
318558,1.024e+04,1.106e+04
318559,712.1,920.5
318568,2206,2226
318569,1638,1411
318572,1441,2652
318576,2037,511
318578,3632,5099
318579,2408,1575
318580,1969,1034
318581,2801,3715
318586,1865,806.8
318587,5386,8131
318588,2092,1226
318591,3946,1.09e+04
318599,1851,2465
318602,6684,1.058e+04
318603,1969,1004
318605,2266,1440
318614,1754,927.9
318617,4369,1699
318621,1040,810
318631,3467,3618
318632,2115,1418
318636,2399,3465
318637,1904,3603
318638,1614,2075
318642,2092,731.4
318645,1163,1717
318647,1163,1039
318651,2701,4166
318655,2092,1851
318657,3632,3837
318660,5616,4568
318662,2766,2153
318666,1262,564.4
318672,3370,9554
318674,1638,1250
318677,937.8,965.5
318682,7711,8298
318684,1013,711.3
318686,1013,671
318687,2092,846.9
318688,1697,1185
318690,4844,5453
318691,2266,3440
318697,3082,5053
318698,544.4,594.4
318701,3323,2400
318703,2242,1232
318704,1339,1185
318707,1614,1103
318710,1638,1099
318711,4582,6406
318712,1262,2206
318715,2562,3719
318716,3582,4958
318721,2266,1.211e+04
318723,3582,6329
318725,1811,1718
318730,4369,4362
318732,2408,4217
318734,3715,3605
318737,2766,2474
318738,1526,1415
318739,5616,5404
318741,1610,1692
318742,1339,681.9
318755,1156,2862
318764,1.249e+04,1.388e+04
318767,1013,840.6
318768,2092,3304
318769,3323,1425
318770,1929,2303
318785,2672,2163
318786,2242,2463
318791,1013,767.1
318803,1610,4171
318811,1262,865.1
318813,2037,1779
318816,921.2,975.8
318818,5828,5413
318822,2266,1834
318823,2399,3745
318827,2399,3579
318828,1342,896.2
318829,1662,552.1
318830,3273,1963
318832,1814,1106
318837,1079,2942
318838,1163,2454
318840,2242,2367
318841,2597,1338
318842,5319,5951
318844,1814,1508
318847,1220,534.9
318850,2115,2334
318853,1457,2079
318859,7163,7647
318860,2193,2429
318867,1305,429.2
318874,9485,7955
318875,1040,636.4
318885,3946,5167
318886,1313,1631
318890,2193,765.9
318891,2193,2271
318895,5616,6771
318903,1174,947.4
318905,5913,2373
318906,1393,2218
318907,1013,2098
318908,1156,915.5
318911,1049,3224
318914,7711,6146
318922,4048,3278
318924,4048,3748
318929,3141,4489
318930,1013,737.7
318931,1262,9281
318934,4211,7419
318935,3141,1311
318937,1220,676.8
318941,1156,512.3
318942,6897,8404
318945,1.452e+04,1.213e+04
318949,2597,2103
318950,4702,3068
318952,712.1,870.8
318954,1.083e+04,7091
318955,2701,2539
318956,970.6,758.1
318959,1526,888.2
318964,2206,1915
318972,2032,1453
318974,4445,3045
318977,4085,5073
318983,1774,1766
318987,2014,1702
318991,1281,925.6
318994,1610,2536
318997,1339,1411
318998,2266,751.7
319001,1697,2141
319002,2597,3673
319003,832.3,966.2
319005,1040,566.5
319006,1163,607.9
319013,3467,3149
319015,3370,2888
319019,1441,1238
319020,2281,5946
319021,2597,2959
319023,1342,1273
319027,1697,1435
319028,2120,2203
319033,3467,2220
319034,1174,1678
319037,1067,869.7
319042,2120,1534
319044,1114,1575
319048,1553,1813
319050,1441,1448
319051,2701,3824
319063,911.2,539.2
319064,5517,3993
319069,3582,2593
319081,1526,1752
319089,2814,2791
319091,3582,4316
319095,1667,1213
319104,1890,3067
319109,1526,2037
319113,873.4,1852
319114,1691,2209
319125,1638,3763
319133,2701,6406
319138,2266,3783
319140,1526,514.9
319143,2597,5635
319144,3632,1.476e+04
319145,1441,1922
319149,1638,1268
319150,1441,2303
319156,2597,1246
319157,1929,1013
319158,1754,2411
319161,1554,881.1
319165,1262,1176
319176,670,511.7
319177,2120,1081
319178,1044,1221
319179,2032,745.5
319181,1262,701.9
319183,5139,8216
319187,1191,690.7
319190,1013,409
319192,1754,1312
319194,3206,1678
319198,1262,733
319200,1441,1395
319201,1220,551.5
319202,1262,2113
319206,1731,875.4
319208,2408,1558
319209,2672,3104
319210,1754,1565
319212,1697,1257
319213,7711,7757
319220,4835,4671
319221,1583,1467
319222,1814,2588
319223,1613,1923
319224,1313,453.2
319235,3467,2637
319236,2562,2766
319240,2266,1877
319241,3044,9004
319243,2309,3383
319245,1526,1363
319246,1677,2037
319250,1969,3825
319251,1526,1615
319256,712.1,690.7
319257,911.2,1070
319259,576.9,375.1
319262,1441,1829
319264,5517,7186
319267,4048,2208
319271,3044,2410
319281,1553,1560
319285,2431,5229
319307,2006,2443
319313,1262,607.9
319314,2037,2307
319318,3082,3989
319321,970.6,966.8
319325,1013,461.7
319330,4211,7180
319331,832.3,221.7
319332,970.6,1700
319334,5139,7209
319336,1300,1589
319340,1262,1486
319344,3273,6703
319345,2006,1266
319346,3206,4649
319348,5616,1.832e+04
319350,1754,2228
319351,1163,1124
319355,1220,1234
319357,1583,1411
319358,1300,732.1
319362,3618,7770
319366,1441,1794
319367,1811,1941
319368,3467,5371
319369,4369,2575
319372,1013,914
319375,2284,3715
319376,1013,734.8
319386,2193,2385
319388,2878,4496
319391,2037,3030
319394,2266,1116
319398,1040,1442
319399,2562,2581
319402,5616,9104
319403,1929,3245
319410,1457,1492
319416,1262,2645
319418,3206,3597
319420,1300,479
319422,1393,783
319428,2597,2347
319430,4582,3708
319438,1368,1264
319443,1814,1424
319445,937.8,1149
319448,832.3,931.2
319449,1814,1700
319452,1851,627.4
319453,2597,4774
319454,1220,849.1
319458,4369,6940
319459,1220,2514
319460,2006,1229
319463,1114,738.1
319464,1526,435.2
319466,2597,4400
319476,2284,2185
319477,1339,1038
319479,832.3,1183
319481,970.6,530
319482,1691,757.1
319484,644.1,693.6
319486,3206,3646
319489,1191,1751
319493,5913,2329
319499,4894,3801
319501,2266,722
319507,1.083e+04,3889
319508,5828,3570
319515,1114,960.9
319516,5616,1.1e+04
319517,5739,3924
319523,2032,3080
319525,1450,1222
319532,1342,1998
319533,2206,3165
319538,2115,4638
319540,970.6,1028
319543,2619,2150
319544,1013,4725
319555,1156,1872
319557,1262,1173
319559,1156,1061
319560,3323,5421
319561,4471,9482
319563,6255,8828
319564,2701,1382
319574,1441,2317
319576,1553,1537
319578,1262,4093
319579,1929,1509
319580,1851,4675
319583,2399,1250
319587,1450,1503
319588,1393,3256
319591,1156,1044
319597,1313,1167
319598,4085,4355
319599,1691,1183
319602,8667,1.156e+04
319608,1851,1716
319613,1553,2436
319616,1163,1069
319624,1013,1290
319628,1262,3425
319630,1013,1802
319632,1.024e+04,1.399e+04
319637,1.981e+04,1.218e+04
319640,8189,1.584e+04
319641,2431,1636
319642,2597,3052
319645,4844,5451
319650,2032,3341
319655,832.3,974.8
319657,1929,1383
319660,4582,6964
319661,1163,3707
319668,2751,2501
319674,1013,894.8
319675,1586,2805
319677,1614,2945
319678,2562,1768
319679,3946,3529
319684,2092,4258
319685,9227,1.422e+04
319686,1156,2458
319687,8491,9505
319688,1044,1596
319689,5386,7204
319693,1363,2868
319694,7711,6960
319698,1865,3254
319702,1300,1602
319704,5368,3793
319711,4582,2533
319712,6027,7999
319718,3730,4829
319721,2701,2519
319724,670,425.7
319726,1929,1358
319727,2562,4783
319729,1457,3399
319733,832.3,1894
319735,1754,3469
319742,2193,3619
319751,5828,5830
319753,1851,1695
319754,1220,1484
319755,1163,983.8
319756,1811,1262
319757,3206,2632
319758,1553,941.8
319759,3632,5002
319763,1441,961
319766,5319,4833
319771,898.7,1181
319781,1754,1751
319785,1457,870.2
319788,1526,1717
319790,970.6,1092
319791,2597,4042
319794,1013,975
319796,3467,3839
319801,2006,1254
319803,850.4,978.2
319807,1.834e+04,1.983e+04
319810,2661,6871
319812,1368,655
319813,1865,3694
319815,2120,1801
319816,2562,3141
319821,1114,2075
319827,3206,2796
319831,1013,439.5
319833,2597,1426
319838,937.8,1088
319839,1174,671.4
319840,6684,1.669e+04
319842,3323,1061
319849,1013,840.2
319850,1555,3268
319853,777.2,335.3
319856,8491,7872
319857,2206,2749
319858,6475,6317
319861,1731,1304
319863,2562,2094
319866,1220,634.4
319869,2751,3671
319871,1814,396.7
319874,1013,919.6
319876,2399,4354
319881,1262,1471
319883,1220,1750
319886,1929,1.002e+04
319897,1613,2810
319901,1163,885.8
319903,1.083e+04,1.815e+04
319905,2890,1468
319907,2701,3238
319915,2092,3564
319916,1220,733.2
319919,1262,1038
319920,832.3,547.2
319922,3467,4418
319923,1614,1319
319924,5616,2922
319925,1441,1801
319927,1691,1132
319928,2399,2808
319932,1441,1260
319933,2399,3397
319934,4844,3670
319936,2878,7715
319938,2006,1465
319939,1457,2044
319941,2672,2484
319942,1662,1370
319947,1450,653.7
319948,1220,1128
319951,1969,2012
319952,3910,3258
319953,2399,2068
319961,4369,5463
319962,4034,4023
319963,1614,2242
319966,4332,1261
319967,4470,9078
319974,4582,5938
319976,2006,1169
319988,2266,1.35e+04
319989,1450,738.7
319991,1526,3175
320001,3946,4653
320002,1450,1120
320003,2562,3174
320004,2115,2138
320005,1262,1052
320011,3044,1970
320012,3715,7664
320016,3206,1625
320018,2266,1656
320020,2399,8331
320022,1220,985.9
320023,5153,5792
320026,4582,3847
320027,1313,1257
320030,1553,2296
320031,937.8,558.9
320034,2814,695.4
320036,2766,1666
320038,2597,2682
320039,1262,4347
320040,5616,7045
320043,5319,6496
320046,2766,1515
320047,1526,2619
320048,787.5,822.8
320051,2431,4501
320054,1393,761.7
320057,1929,4814
320063,1262,1293
320065,1851,2659
320066,4184,1940
320067,2037,1512
320069,1526,1391
320072,2314,611.8
320074,1114,686.1
320077,1638,662.5
320079,472.7,1893
320082,3910,4278
320085,1.2e+04,3.044e+04
320086,3323,2728
320090,1339,2923
320093,2562,1101
320096,970.6,689.6
320101,1754,2561
320104,6684,7192
320107,1553,3071
320110,2092,2650
320112,5386,5554
320114,1013,915.7
320115,3467,2852
320118,1309,705.3
320120,3875,2627
320124,1677,1648
320126,6255,3763
320128,1220,1351
320131,1.834e+04,1.071e+04
320133,2814,3347
320135,2801,2068
320141,9227,1.564e+04
320145,2266,2392
320148,2399,815.7
320150,2242,2067
320152,2006,955.9
320158,2597,2329
320159,832.3,677
320163,3730,5100
320164,1526,1072
320175,3323,3669
320177,6255,6136
320178,1614,1377
320182,1865,1405
320183,3467,608.7
320185,2562,1424
320186,1450,2285
320189,8189,3588
320190,2092,2399
320191,4471,3473
320193,5153,8297
320198,5517,4351
320201,3206,1919
320203,1811,1924
320211,1662,1849
320215,1262,1299
320216,1553,3506
320221,1526,2507
320227,9729,7152
320228,4574,6111
320229,2941,4919
320230,1156,521.5
320241,832.3,951
320246,1638,1044
320248,1814,1610
320252,1526,1597
320254,2431,2324
320256,1553,818.1
320257,5368,2966
320258,3715,2796
320262,4184,6343
320263,2206,2035
320266,4826,5519
320272,3875,1479
320273,970.6,976.9
320276,1163,2307
320278,1441,1288
320279,3044,3517
320281,5386,1.121e+04
320286,4034,4864
320290,1114,411.4
320292,1691,2093
320293,3044,4515
320294,4034,7202
320295,4085,5889
320297,7711,1379
320306,2206,180
320308,1163,2322
320310,1013,1315
320313,1697,5419
320320,3273,4559
320321,6684,7183
320326,1013,874.4
320330,1526,1179
320333,937.8,993.8
320334,4844,2935
320336,911.2,736.9
320341,1262,1827
320346,2915,3173
320349,1339,1318
320350,1904,1476
320351,3141,2247
320353,4470,3454
320356,1613,3070
320361,3370,3862
320366,1441,1010
320368,1441,1479
320369,2092,1632
320372,1526,1485
320373,5319,4623
320374,3206,4126
320376,1851,3455
320379,1163,1065
320384,2597,4156
320391,3467,6151
320394,1013,1099
320395,2661,4732
320397,1313,918.3
320400,1851,6058
320402,911.2,462.4
320404,3206,5110
320406,4574,4827
320409,2399,3758
320412,3370,3655
320419,1754,2137
320429,1904,3647
320432,1811,3452
320433,2408,3702
320436,1262,979.5
320438,1163,1528
320445,2193,2011
320447,1079,868.3
320449,7711,6037
320455,1163,1190
320456,2878,1783
320457,1610,3306
320459,1638,728.9
320464,2814,4235
320466,1677,1222
320472,2266,1863
320473,1313,1030
320474,1262,1932
320476,3715,5753
320484,1553,1813
320486,2092,4688
320489,1526,2240
320493,4048,3871
320495,3467,5687
320500,3141,3248
320503,5153,4000
320504,1754,2700
320505,898.7,2072
320510,1526,1987
320515,2801,2147
320518,873.4,985
320521,2115,2566
320522,5386,4297
320533,2597,1329
320534,1163,1315
320536,6684,6099
320538,832.3,1063
320542,4369,4201
320552,3044,4313
320560,5616,6412
320561,832.3,550.9
320566,1156,1371
320568,6027,3387
320573,1393,3665
320574,3323,4190
320577,1677,864.7
320581,2399,3358
320586,2766,830.9
320591,2431,2244
320594,866.6,619.6
320596,2242,601.3
320604,1441,3337
320607,970.6,755.6
320609,1339,557.2
320617,1441,2509
320619,2947,1931
320624,2431,1793
320634,1610,2639
320635,1163,1076
320637,5386,2989
320639,2661,4139
320642,6255,5381
320643,1638,941
320646,5913,7289
320648,1262,1044
320650,1174,521.8
320654,3467,5405
320655,4844,5030
320656,1044,1419
320659,1610,990.9
320661,1814,1620
320664,1667,2414
320667,911.2,506.1
320672,1040,1058
320683,937.8,503
320685,3323,1419
320688,911.2,468.4
320689,1731,1512
320690,937.8,736.1
320692,1339,1466
320694,1929,3281
320695,6255,8298
320701,1368,956.6
320704,1457,889.7
320706,7163,1.091e+04
320707,1450,2726
320708,4211,5483
320712,1811,4226
320713,1441,1302
320717,1554,1511
320718,6684,3124
320721,2266,2096
320722,2751,2046
320723,1262,1488
320726,1904,652.3
320732,2431,811.1
320737,1811,2152
320741,2006,1104
320742,2562,6204
320745,1101,937.1
320749,8491,9755
320752,1163,1402
320760,1156,692.3
320764,2266,1227
320775,5319,3401
320781,1191,1937
320783,1662,4318
320788,1067,1626
320791,4582,4091
320793,2092,867.8
320796,2766,3023
320798,2193,1980
320802,1049,3277
320803,2408,2251
320804,5162,9098
320805,777.2,665.2
320807,1638,746.4
320808,1.083e+04,6077
320810,911.2,872.4
320813,1441,868.9
320815,1262,1181
320816,1262,8314
320820,2037,1583
320821,1368,747.1
320823,1368,936.3
320826,1.024e+04,8451
320828,1114,1292
320833,1305,681.4
320837,1457,744.6
320839,3082,2074
320840,1079,939.9
320849,804.2,645.3
320852,3618,5734
320854,4958,6760
320856,1156,2431
320859,2661,2522
320860,5913,4574
320864,2522,2266
320866,1638,2905
320867,1313,879.3
320869,1904,1428
320870,4034,3463
320872,1450,1153
320874,1.2e+04,1.861e+04
320879,1313,1506
320886,1851,3191
320890,4048,4129
320891,3273,5339
320896,3467,1231
320897,1441,2087
320898,1044,607
320900,1851,2273
320903,2597,1289
320913,6027,1.02e+04
320915,1262,2196
320916,2878,3241
320923,1450,1237
320926,921.2,730.6
320927,2814,3563
320928,4184,5959
320935,2597,3488
320938,1156,726.8
320941,3044,4188
320942,1851,2139
320943,3273,3859
320944,1262,908.8
320945,1667,1104
320948,4048,7678
320952,644.1,600.9
320955,1969,2075
320957,2399,1292
320958,832.3,1138
320961,1662,4934
320963,1013,820.9
320964,1079,782.3
320966,3206,4317
320967,2092,1253
320969,2947,2143
320971,753.4,1258
320975,7711,6194
320977,1156,641
320978,2562,2481
320980,2890,5658
320984,3715,4354
320985,2408,1212
320989,4048,4546
320990,5386,4729
320992,1262,1108
320998,1526,6
321000,1450,686.5
321011,1638,6556
321015,1731,1221
321017,4369,6119
321020,3946,2797
321021,1114,1026
321030,1860,5145
321033,1904,3603
321035,3715,6836
321036,1313,1624
321040,2006,4278
321041,3141,4298
321048,3946,4252
321049,1216,4280
321050,4085,6165
321055,3273,5028
321059,2037,1924
321060,2006,1772
321064,970.6,704.1
321065,5828,2106
321067,2309,3724
321071,3044,1994
321074,6255,7041
321075,937.8,534.3
321082,970.6,793.5
321085,2120,1096
321088,2006,2762
321089,2266,5240
321090,1441,1299
321093,2037,2045
321094,1393,1024
321096,1526,1624
321097,1393,867.1
321099,2554,3035
321102,1079,771.4
321104,2701,1.473e+04
321106,1262,914.4
321109,4034,7439
321111,2766,4399
321112,1840,2183
321116,2266,1440
321118,6255,4142
321121,1754,2392
321126,5139,5579
321127,2431,1806
321136,1013,1874
321137,1163,3512
321142,1774,1851
321143,4369,728.6
321144,2242,1355
321145,3715,8593
321148,970.6,767.6
321150,1811,1821
321151,7711,5453
321153,1450,2096
321155,1754,1137
321157,2399,2881
321162,1.083e+04,1.191e+04
321163,1638,1202
321164,3632,6279
321170,2554,3051
321171,1342,1192
321172,5913,1.524e+04
321173,1114,2094
321178,7711,6605
321180,1339,2167
321185,564.1,454.6
321186,1163,1353
321191,4034,4081
321200,1163,2553
321202,832.3,2180
321203,2092,473.3
321206,1.024e+04,9712
321207,5517,4314
321208,6255,5702
321209,8058,915.4
321211,5368,1739
321212,5153,1953
321219,2266,1359
321226,1220,727.6
321230,2947,3054
321231,1220,1348
321232,1220,889.3
321240,2562,1661
321247,2206,998.2
321248,6684,4367
321249,1814,1902
321250,777.2,531.6
321251,1553,4057
321255,3206,2718
321260,1969,2756
321263,1851,1571
321269,1156,388.3
321270,6255,1.003e+04
321277,2193,2508
321278,3082,3301
321279,2242,3276
321280,3206,4503
321281,1368,1633
321283,3141,2962
321286,1904,5657
321290,1904,2719
321291,576.9,638.8
321293,7711,7599
321298,4582,3730
321303,4574,4859
321308,1904,2271
321309,1677,2572
321310,4332,3586
321313,3323,8629
321321,5517,6575
321323,1262,637
321330,1764,1947
321331,866.6,890.8
321332,3632,3300
321333,2801,3515
321334,1079,632.1
321337,832.3,1061
321346,7163,9755
321347,1526,3380
321350,1865,2422
321351,1339,5061
321356,3467,4836
321359,898.7,995.1
321367,2266,2787
321371,1262,1003
321372,1526,1053
321373,3467,4312
321380,3044,1183
321386,2242,1473
321387,1969,595.8
321390,3082,2545
321396,1691,2504
321400,5913,3833
321403,832.3,718.6
321407,1300,1943
321408,2814,787
321410,2890,7000
321412,1163,493.8
321413,850.4,596.4
321416,2206,3327
321423,1677,2220
321424,3632,4393
321433,3370,9389
321435,1156,867.1
321439,1114,1677
321443,1163,2394
321453,832.3,1202
321456,7163,6613
321458,1526,1748
321460,2672,1871
321463,1342,1315
321466,2431,1564
321476,2947,1.121e+04
321483,6255,8243
321485,1691,1117
321486,1553,1752
321487,1040,1087
321488,3370,5062
321493,2092,1944
321499,2701,2837
321501,6684,1.177e+04
321504,2032,2279
321505,6255,7546
321511,5517,6999
321512,3730,6182
321514,1613,2009
321516,1044,879.3
321517,898.7,491.6
321519,2878,2351
321520,2266,7821
321522,1677,997.8
321524,832.3,394.4
321526,2941,1560
321530,1363,1085
321536,2947,4222
321537,3370,5547
321538,1300,2853
321542,3715,2549
321543,2206,2233
321544,3323,6186
321545,5368,7569
321547,4582,5117
321551,1904,4783
321555,1851,2303
321561,2206,5618
321573,1220,430.2
321581,798.5,695.5
321589,3082,2070
321590,1526,1584
321594,2092,4799
321596,1811,2405
321597,1163,1106
321598,2120,1493
321599,1677,1104
321600,1013,590.5
321601,1262,1178
321603,2814,3832
321606,3141,2606
321607,1904,835.6
321608,2890,5435
321609,644.1,813.1
321610,1691,2566
321619,1441,1027
321620,4582,4758
321625,1114,1448
321626,3013,4661
321628,3715,7078
321636,850.4,677.4
321638,1851,3517
321641,1.024e+04,9508
321642,937.8,716.6
321643,1163,1028
321646,6684,5973
321648,2431,2270
321650,1969,1778
321653,5139,2508
321655,3206,2977
321664,3632,5586
321666,753.4,1021
321673,1754,2594
321674,4844,1.285e+04
321679,2092,2538
321685,1013,946.5
321686,2115,2312
321687,2431,1589
321698,2801,938.8
321703,2006,3475
321704,3582,4557
321705,1049,1727
321706,3370,4662
321708,2597,1405
321713,5319,8134
321714,3582,2218
321715,2120,1240
321722,1555,852.5
321724,2408,627.4
321739,2399,2341
321743,1890,1221
321747,1441,1960
321748,4369,2576
321750,1013,610
321751,1.072e+04,9600
321754,2037,1953
321758,5319,6594
321759,2751,1933
321760,2092,3927
321763,1079,922.8
321771,6897,1.025e+04
321773,1114,453.8
321774,2701,3237
321776,3582,4629
321777,4048,4591
321778,6255,5692
321780,1677,2750
321784,4582,5823
321788,1811,3115
321798,1393,1556
321802,2092,1111
321803,4184,5791
321805,4844,4616
321808,1013,901.7
321810,2562,1712
321813,2032,822.4
321815,4754,6429
321816,5048,4500
321817,1526,3245
321819,1.311e+04,1.037e+04
321826,1890,2044
321828,2092,2739
321830,3206,3257
321831,3910,4014
321833,2092,759.7
321843,1114,782.1
321844,2284,2252
321847,1067,871
321848,1614,804.8
321851,3141,823.2
321852,1851,1495
321854,1262,235.4
321855,576.9,1104
321857,1188,650.7
321858,3141,9838
321862,1342,2882
321863,804.2,566.3
321865,2766,3790
321868,1013,1221
321872,6255,7346
321878,1610,1274
321879,3582,4896
321884,2006,930.6
321892,3082,3525
321895,866.6,553.4
321896,5319,7517
321897,1441,1141
321900,1013,1328
321901,3715,4356
321904,2314,1929
321905,3730,5388
321906,1262,1383
321911,5616,3000
321912,970.6,1701
321913,1754,2175
321916,1697,670.2
321919,1890,2895
321923,1904,1127
321924,1840,2753
321928,1393,1510
321929,1450,950.4
321930,866.6,872.3
321932,1163,3071
321934,2193,1814
321944,1305,1361
321946,5319,6802
321956,1040,1099
321961,3715,1618
321965,2115,2832
321970,2314,1312
321972,1441,1019
321973,3715,2484
321978,1163,3993
321981,2284,1637
321985,2037,2554
321988,1553,2000
321992,1441,1980
321996,5139,3699
322002,1677,6934
322003,3632,4899
322004,1662,2222
322008,2597,1287
322011,1220,801.9
322014,1174,995.9
322017,4470,2693
322019,1220,736.6
322024,7711,7969
322025,3715,4047
322036,3715,1941
322039,2120,914.6
322045,1754,1942
322046,1457,2498
322047,1163,1189
322048,2242,3252
322049,3141,5811
322061,1220,1328
322066,1049,680.9
322067,3875,4941
322072,2408,884.6
322075,7087,1.158e+04
322076,3582,3185
322077,1013,1928
322079,5913,1.001e+04
322080,2309,1359
322082,1662,611.3
322083,3467,3545
322084,1339,1702
322086,1300,2105
322087,3141,1161
322089,3044,3661
322090,3141,1479
322094,2801,3676
322095,1017,1247
322100,1814,2149
322101,1929,1679
322103,1638,1199
322105,1262,1851
322117,6475,1.311e+04
322118,2206,1977
322119,924.1,1798
322123,1368,941.2
322128,1851,1405
322129,1851,1331
322130,2915,2892
322140,1754,2634
322143,3370,6559
322147,1220,1188
322158,3582,2896
322167,1526,972.8
322168,2408,2300
322171,7711,3935
322174,2037,1071
322177,1441,770.6
322179,911.2,902.9
322180,1040,1756
322182,1339,2144
322183,3206,5171
322186,1220,920.5
322190,1114,1210
322191,798.5,647.5
322194,2661,2546
322196,4085,3482
322197,2814,3319
322200,1220,1006
322201,1163,902.3
322202,1553,1777
322204,2597,3871
322205,2766,1689
322211,4826,2684
322217,1553,1243
322220,3402,2815
322226,2801,1804
322229,1904,5330
322233,832.3,1258
322234,6684,3907
322239,1814,4245
322240,3273,1109
322243,1811,3162
322244,5436,2047
322245,2431,1469
322247,2947,2109
322248,3715,1629
322251,1049,408.2
322252,2431,1404
322254,2266,1486
322255,2701,1790
322256,1393,663.1
322257,3618,4905
322263,832.3,532
322265,1811,1207
322274,2037,2177
322278,1262,1340
322280,4582,1644
322281,1040,1462
322282,4844,9181
322289,1697,2110
322293,1677,1257
322294,2751,1678
322295,3206,2951
322296,1313,2458
322297,1163,2285
322301,1851,5124
322304,2092,1197
322305,2947,2468
322307,1220,1675
322308,3206,2728
322310,2092,813.5
322312,3044,3547
322318,3044,4559
322323,1114,1478
322325,1851,1319
322326,2266,1916
322331,3370,5283
322338,1840,2190
322342,1840,1453
322344,1220,1455
322345,1262,1064
322346,1163,1402
322349,1638,1631
322350,1553,962.1
322355,6255,6562
322356,6255,8503
322361,1220,3248
322365,1342,1404
322366,1262,955.5
322368,2037,3482
322376,3323,2768
322380,1393,1868
322388,4844,7053
322391,787.5,816.1
322394,2701,3500
322396,1040,747.1
322402,1262,1597
322408,3875,3316
322411,5319,2713
322415,1163,697.9
322422,7711,4134
322426,1526,1829
322430,5828,3980
322432,1300,2189
322434,1697,1242
322435,2597,2423
322436,1393,1708
322439,3467,9176
322442,1049,976
322443,1677,1419
322444,2032,1243
322451,4844,1.131e+04
322453,1662,3441
322454,1262,1436
322455,4835,912.6
322463,1068,2221
322467,2701,3657
322471,2092,1180
322475,5828,3310
322479,1040,463.3
322486,1526,1674
322487,4574,3434
322490,6255,8964
322491,3946,6252
322493,1811,708.2
322494,2597,3000
322495,2399,2173
322500,4582,1513
322504,1904,1354
322514,2309,6447
322517,1441,1222
322522,2431,2363
322523,1049,1368
322528,1441,1159
322530,1262,1348
322532,2399,3784
322534,2597,1888
322535,1114,1092
322539,1814,1594
322541,1220,868.2
322542,4184,5859
322544,2554,2115
322553,6897,7218
322560,7163,7361
322561,1163,920.2
322563,3632,3030
322569,2032,4441
322573,2878,3150
322577,544.4,257.1
322579,3082,3425
322583,1216,791.6
322586,970.6,1352
322587,5517,5533
322593,1610,1074
322603,1441,2945
322604,4369,1747
322607,1553,1228
322610,3582,899.7
322612,4184,4031
322613,5886,7601
322614,1342,1934
322624,1262,2946
322625,2092,1033
322626,1174,3280
322627,2562,2432
322629,2314,2239
322630,2399,3317
322632,3875,5242
322633,4582,4547
322635,2006,1507
322636,1393,1259
